"ID","METHOD_CLASS"
"7paw","x-ray"
"5uo8","x-ray"
"6bqv","em"
"5huy","x-ray"
"6dfs","x-ray"
"2o2f","nmr"
"4wk9","x-ray"
"2kyc","nmr"
"1c3v","x-ray"
"1a4u","x-ray"
"7e3r","x-ray"
"5ycw","x-ray"
"2wxh","x-ray"
"1uut","x-ray"
"5mo6","x-ray"
"6y6j","x-ray"
"4a0d","x-ray"
"3iqw","x-ray"
"1z3g","x-ray"
"5qax","x-ray"
"7qbb","x-ray"
"2pdj","x-ray"
"1trq","x-ray"
"2zof","x-ray"
"7jze","x-ray"
"1k2v","x-ray"
"5ukr","x-ray"
"6pz5","x-ray"
"6cyo","x-ray"
"6xl9","em"
"2uvn","x-ray"
"2yon","nmr"
"6i4z","x-ray"
"1bcb","nmr"
"7td3","em"
"7b3x","x-ray"
"6r4n","x-ray"
"1rd3","x-ray"
"5r3f","x-ray"
"3ius","x-ray"
"1pi2","x-ray"
"6gn7","x-ray"
"1w02","x-ray"
"4n72","x-ray"
"2h8k","x-ray"
"3vvr","x-ray"
"5csz","x-ray"
"1pjl","x-ray"
"7d5q","x-ray"
"1yv5","x-ray"
"3b9z","x-ray"
"6z3q","em"
"2f1v","x-ray"
"7qyp","x-ray"
"263d","x-ray"
"4npe","x-ray"
"5d6p","x-ray"
"4fw2","x-ray"
"1v8z","x-ray"
"1j46","nmr"
"3srr","x-ray"
"5i43","x-ray"
"7rg7","x-ray"
"4fie","x-ray"
"7vl2","x-ray"
"6nvb","x-ray"
"5ofp","x-ray"
"6zcl","em"
"1yxd","x-ray"
"5jz8","x-ray"
"5z7a","x-ray"
"7mze","em"
"5ipg","x-ray"
"6edm","x-ray"
"6qyx","x-ray"
"5c4w","x-ray"
"6t3b","x-ray"
"7bm1","x-ray"
"5br6","x-ray"
"1sql","x-ray"
"5c5m","x-ray"
"7luv","em"
"3tgq","x-ray"
"7lri","x-ray"
"2y5j","x-ray"
"7neo","x-ray"
"7b18","em"
"1sez","x-ray"
"2yya","x-ray"
"1rj1","x-ray"
"5w7c","x-ray"
"1r79","nmr"
"4inp","x-ray"
"7mhd","x-ray"
"3mcv","x-ray"
"4r75","x-ray"
"1cq9","x-ray"
"3q8g","x-ray"
"3msf","x-ray"
"1bze","x-ray"
"5tp9","x-ray"
"4kuz","x-ray"
"3w79","x-ray"
"5zev","nmr"
"6kve","x-ray"
"2v09","x-ray"
"5efx","x-ray"
"3qix","x-ray"
"5b7d","x-ray"
"2bf4","x-ray"
"3kfr","x-ray"
"5whw","x-ray"
"2ycr","x-ray"
"3q7q","x-ray"
"2at6","x-ray"
"2nwz","x-ray"
"5o7v","x-ray"
"4uck","x-ray"
"2rib","x-ray"
"3rtn","x-ray"
"5tb3","em"
"6j5k","em"
"5mzv","x-ray"
"6bn5","x-ray"
"5a3o","x-ray"
"6vez","x-ray"
"7jgx","nmr"
"7ck0","x-ray"
"2q72","x-ray"
"4i9n","x-ray"
"454d","x-ray"
"6fcc","x-ray"
"1j93","x-ray"
"5zue","x-ray"
"6ntm","x-ray"
"2mm0","nmr"
"9icc","x-ray"
"7aoc","em"
"3kdb","x-ray"
"2ypj","x-ray"
"1jv9","nmr"
"4ynz","x-ray"
"3agz","x-ray"
"4qi6","x-ray"
"2gqn","x-ray"
"4pfx","x-ray"
"4c2s","x-ray"
"3t4q","x-ray"
"7q4t","x-ray"
"1m5p","x-ray"
"2qwr","x-ray"
"5q4w","x-ray"
"2xn0","x-ray"
"7jg4","x-ray"
"3lvv","x-ray"
"6hps","x-ray"
"5d0z","x-ray"
"6anw","x-ray"
"3lb0","x-ray"
"5vhz","em"
"3dp2","x-ray"
"6lb5","x-ray"
"3lmm","x-ray"
"1dj1","x-ray"
"4m5e","x-ray"
"2k1x","nmr"
"7te4","x-ray"
"1dfo","x-ray"
"7ao5","x-ray"
"3n8x","x-ray"
"6t5r","x-ray"
"4u1a","x-ray"
"4esu","x-ray"
"1ev0","nmr"
"4iik","x-ray"
"3n9n","x-ray"
"3fd7","x-ray"
"3gns","x-ray"
"5wjp","x-ray"
"4xw0","x-ray"
"1spb","x-ray"
"1ezt","nmr"
"3s99","x-ray"
"2jev","x-ray"
"1m17","x-ray"
"6udf","x-ray"
"4pcy","x-ray"
"1ewh","x-ray"
"6xt8","x-ray"
"5svu","x-ray"
"5idt","x-ray"
"6d41","x-ray"
"5mvn","x-ray"
"3kq8","x-ray"
"7egg","em"
"2nbd","nmr"
"4f9v","x-ray"
"5dxo","x-ray"
"2ppg","x-ray"
"1pu1","nmr"
"6xt5","x-ray"
"1fa4","nmr"
"2h53","em"
"1tgo","x-ray"
"1trg","x-ray"
"6vcn","x-ray"
"7kd0","x-ray"
"1mbq","x-ray"
"1mh9","x-ray"
"6fr9","x-ray"
"2eo9","nmr"
"3snp","x-ray"
"2vxt","x-ray"
"6s76","x-ray"
"5tx8","nmr"
"2r9p","x-ray"
"2b29","x-ray"
"4owj","x-ray"
"3bdw","x-ray"
"1r34","x-ray"
"2v4c","x-ray"
"6wcx","x-ray"
"5ilb","x-ray"
"4r8u","x-ray"
"3v9y","x-ray"
"1lka","x-ray"
"1pic","nmr"
"1z2m","x-ray"
"3vf9","x-ray"
"7e50","x-ray"
"2pyg","x-ray"
"5kix","x-ray"
"2otp","x-ray"
"6nzr","x-ray"
"2n2k","nmr"
"6oje","x-ray"
"1scm","x-ray"
"1p0e","x-ray"
"2or1","x-ray"
"2wy3","x-ray"
"2pp9","x-ray"
"1vwt","x-ray"
"4rrj","x-ray"
"2o9p","x-ray"
"7njj","x-ray"
"3hg5","x-ray"
"6lki","x-ray"
"7o8n","x-ray"
"5m3e","x-ray"
"2n02","nmr"
"3lrk","x-ray"
"5zvs","em"
"4msd","x-ray"
"4yj3","x-ray"
"3gk1","x-ray"
"4txq","x-ray"
"4hib","x-ray"
"4id5","x-ray"
"2jfa","x-ray"
"5npp","x-ray"
"6v3j","x-ray"
"5nmi","x-ray"
"4pwk","x-ray"
"6x1l","x-ray"
"6w22","em"
"6ovi","x-ray"
"1ves","x-ray"
"3mjd","x-ray"
"3vud","x-ray"
"2wdf","x-ray"
"2rmm","nmr"
"3rbv","x-ray"
"3w7t","x-ray"
"7rz5","em"
"2o9o","x-ray"
"4gvm","x-ray"
"1bxx","x-ray"
"7alr","x-ray"
"1t0u","x-ray"
"1ilk","x-ray"
"6g1z","x-ray"
"2d01","x-ray"
"4p4s","x-ray"
"6l8q","x-ray"
"3vaj","x-ray"
"6gy2","x-ray"
"4mhz","x-ray"
"5ubo","x-ray"
"5cdu","x-ray"
"2iy4","x-ray"
"5du7","x-ray"
"6y2k","x-ray"
"6p9g","x-ray"
"2eea","nmr"
"6m0w","x-ray"
"6mzy","em"
"1k0x","nmr"
"6mzj","em"
"3zy0","x-ray"
"5hnr","x-ray"
"5dl4","x-ray"
"4jjd","x-ray"
"3tcs","x-ray"
"5izf","x-ray"
"1ovt","x-ray"
"3jau","em"
"1ifa","x-ray"
"5rxf","x-ray"
"2azp","x-ray"
"4nt0","x-ray"
"3ufy","x-ray"
"5wgk","x-ray"
"5a9f","x-ray"
"4j1k","x-ray"
"6s2n","em"
"5ahm","x-ray"
"4ojz","x-ray"
"5xv6","x-ray"
"4yaa","x-ray"
"4nfv","x-ray"
"1ntf","x-ray"
"3p6a","x-ray"
"4kic","x-ray"
"3s12","x-ray"
"1uo5","x-ray"
"6qp1","x-ray"
"3c7n","x-ray"
"2wpn","x-ray"
"3hq4","x-ray"
"6rbf","x-ray"
"5miy","x-ray"
"5yzi","x-ray"
"1lxl","nmr"
"4hvo","x-ray"
"7dli","x-ray"
"1poa","x-ray"
"1kuk","x-ray"
"6sc2","em"
"6w59","x-ray"
"2dna","nmr"
"4rnm","x-ray"
"2lox","nmr"
"5euj","x-ray"
"1x32","nmr"
"3wn0","x-ray"
"3vnz","x-ray"
"1i6q","x-ray"
"4ydy","x-ray"
"1ep8","x-ray"
"2n03","nmr"
"1yzd","x-ray"
"5kv6","x-ray"
"5jvm","x-ray"
"1rbn","x-ray"
"6cgw","nmr"
"4wt2","x-ray"
"3nf1","x-ray"
"6ygw","x-ray"
"3hhr","x-ray"
"6kri","x-ray"
"6aw2","x-ray"
"2e80","x-ray"
"5xbf","x-ray"
"5dzs","x-ray"
"3r97","x-ray"
"5lmq","em"
"2c1l","x-ray"
"2dae","nmr"
"7lwj","em"
"4kh0","x-ray"
"6n1r","em"
"1our","x-ray"
"1j4a","x-ray"
"4kbl","x-ray"
"1av3","nmr"
"4gl8","x-ray"
"6dzi","em"
"3qss","x-ray"
"5vjc","x-ray"
"3g7m","x-ray"
"3t64","x-ray"
"7oof","x-ray"
"2ime","x-ray"
"3o8o","x-ray"
"4q9g","x-ray"
"6gut","x-ray"
"5l72","x-ray"
"4tkf","x-ray"
"3vsk","x-ray"
"1x3q","nmr"
"6ond","x-ray"
"3ks4","x-ray"
"3c25","x-ray"
"5qo9","x-ray"
"5jps","x-ray"
"4fsh","x-ray"
"6old","nmr"
"5yrs","x-ray"
"5z9i","x-ray"
"6dil","x-ray"
"3b07","x-ray"
"4mmv","x-ray"
"2lq7","nmr"
"6cpv","em"
"5u4g","x-ray"
"1wwa","x-ray"
"6ydm","x-ray"
"3jqo","x-ray"
"3vse","x-ray"
"3vjn","x-ray"
"3u2b","x-ray"
"1rjl","x-ray"
"4rh4","x-ray"
"1g43","x-ray"
"5taw","em"
"6am7","x-ray"
"2zsa","x-ray"
"6hzm","em"
"4pxf","x-ray"
"3i4l","x-ray"
"4a39","x-ray"
"3t47","x-ray"
"3pv0","x-ray"
"2by9","x-ray"
"4n0h","x-ray"
"1pl5","x-ray"
"2gvs","nmr"
"6p24","x-ray"
"1q2v","x-ray"
"2atl","x-ray"
"1k8w","x-ray"
"1kzn","x-ray"
"6m40","x-ray"
"3gef","x-ray"
"2mfg","nmr"
"5d4b","x-ray"
"7rqq","x-ray"
"6c0d","x-ray"
"6chw","x-ray"
"1vet","x-ray"
"3u8z","x-ray"
"6sne","x-ray"
"3u3e","x-ray"
"5ngu","x-ray"
"7jxz","x-ray"
"6pq6","x-ray"
"5b0t","x-ray"
"6sme","x-ray"
"1jf3","x-ray"
"6d8e","x-ray"
"3qvn","x-ray"
"3u1b","x-ray"
"4v0s","x-ray"
"7f22","x-ray"
"4wwd","x-ray"
"3ra0","x-ray"
"4kxz","x-ray"
"4u9q","x-ray"
"4yvc","x-ray"
"5ygc","x-ray"
"3c2v","x-ray"
"4j03","x-ray"
"1tdj","x-ray"
"2n2g","nmr"
"1suz","x-ray"
"1lor","x-ray"
"1fk3","x-ray"
"2bk1","em"
"5ph6","x-ray"
"1g3j","x-ray"
"7nxz","x-ray"
"2rly","nmr"
"1nae","x-ray"
"2jr4","nmr"
"6i4k","x-ray"
"1uud","nmr"
"6gks","x-ray"
"7cml","x-ray"
"5yl1","x-ray"
"3e4g","x-ray"
"2a2n","x-ray"
"2lt9","nmr"
"7duk","x-ray"
"2x1j","x-ray"
"5uew","x-ray"
"4we5","x-ray"
"5ii8","x-ray"
"3zhf","x-ray"
"7tx5","hybrid"
"6wtd","em"
"5xam","x-ray"
"4a4a","x-ray"
"6mlo","x-ray"
"5fmh","x-ray"
"5cm4","x-ray"
"6gcc","x-ray"
"3lvb","x-ray"
"4xc3","x-ray"
"5sdn","x-ray"
"5low","x-ray"
"3qy4","x-ray"
"6f7b","x-ray"
"6u25","x-ray"
"1qng","x-ray"
"5ubk","x-ray"
"5yg4","x-ray"
"3ten","x-ray"
"2dxp","x-ray"
"1tfv","x-ray"
"7lw3","x-ray"
"3u3a","x-ray"
"3m2a","x-ray"
"6iwp","x-ray"
"7rhh","em"
"6cgn","x-ray"
"6bti","x-ray"
"4q1r","x-ray"
"5ox8","x-ray"
"4bhg","x-ray"
"2nd5","nmr"
"6o0x","em"
"1f1v","x-ray"
"4bs4","x-ray"
"6kxv","x-ray"
"4pd8","x-ray"
"1fb1","x-ray"
"1beu","x-ray"
"3ics","x-ray"
"2b20","x-ray"
"5iox","x-ray"
"6fsd","x-ray"
"5ogs","x-ray"
"2jts","nmr"
"7b49","x-ray"
"1mel","x-ray"
"5gow","nmr"
"1xnn","x-ray"
"3qnc","x-ray"
"6m1h","em"
"2d4l","x-ray"
"7q6w","x-ray"
"1kzj","x-ray"
"2me3","nmr"
"4yct","x-ray"
"6g9c","x-ray"
"3gn9","x-ray"
"5h15","x-ray"
"6an4","x-ray"
"3ztw","x-ray"
"3sdi","x-ray"
"1ghe","x-ray"
"2xs2","x-ray"
"6y24","x-ray"
"5h03","x-ray"
"4jbk","x-ray"
"1rhf","x-ray"
"6v4f","x-ray"
"1dtv","nmr"
"3oxu","x-ray"
"4ksq","x-ray"
"2elx","nmr"
"6mj2","em"
"3ob1","x-ray"
"2eq9","x-ray"
"6unp","x-ray"
"5kb5","x-ray"
"6pqe","nmr"
"5ssr","x-ray"
"3bba","x-ray"
"2k5h","nmr"
"4kom","x-ray"
"2vfx","x-ray"
"6niu","x-ray"
"2nsc","x-ray"
"5cs1","x-ray"
"1dpo","x-ray"
"6sog","em"
"6ojf","x-ray"
"3p6m","x-ray"
"4n7l","x-ray"
"4mql","x-ray"
"4mw4","x-ray"
"3ikf","x-ray"
"2oiv","x-ray"
"4u45","x-ray"
"6ave","em"
"2g5k","x-ray"
"1ukr","x-ray"
"2y6r","x-ray"
"4ucg","x-ray"
"6ovb","x-ray"
"5zcq","x-ray"
"5pl6","x-ray"
"4yaj","x-ray"
"4oim","x-ray"
"2vv1","x-ray"
"5bwa","x-ray"
"4zix","x-ray"
"1jqn","x-ray"
"6nw6","x-ray"
"3x1y","x-ray"
"1ohu","x-ray"
"6z1y","x-ray"
"1ark","nmr"
"5t42","nmr"
"2h74","x-ray"
"5f92","x-ray"
"6uqu","x-ray"
"3ecs","x-ray"
"2kcf","nmr"
"5h8j","x-ray"
"5kjk","x-ray"
"1p7y","x-ray"
"5uyl","em"
"5mgl","x-ray"
"2ohg","x-ray"
"6tbj","x-ray"
"6yeb","x-ray"
"3s7h","x-ray"
"6laz","x-ray"
"6oj7","x-ray"
"7jqn","x-ray"
"4prk","x-ray"
"4hac","x-ray"
"2rkg","x-ray"
"4d5v","x-ray"
"1atz","x-ray"
"5fi6","x-ray"
"6p6q","x-ray"
"3izj","em"
"5yxe","x-ray"
"5cn4","x-ray"
"2ell","nmr"
"4kcw","x-ray"
"1zlm","x-ray"
"4mcz","x-ray"
"1lg5","x-ray"
"5hjo","x-ray"
"4n8h","x-ray"
"5txg","x-ray"
"1l9j","x-ray"
"1b5u","x-ray"
"6yjq","x-ray"
"1m1c","x-ray"
"3ut6","x-ray"
"6bro","x-ray"
"3gdu","x-ray"
"4ugv","x-ray"
"4udk","x-ray"
"5y6d","x-ray"
"7l69","x-ray"
"6fg7","x-ray"
"4uw9","x-ray"
"1q6d","x-ray"
"6vqm","x-ray"
"6hlw","x-ray"
"7dcc","em"
"3hlp","x-ray"
"1dwi","x-ray"
"5zl6","x-ray"
"7or7","x-ray"
"7v5h","x-ray"
"5j0u","x-ray"
"1l1w","nmr"
"3p38","x-ray"
"2quy","x-ray"
"6eoh","x-ray"
"2ys6","x-ray"
"2zyp","x-ray"
"4m3b","x-ray"
"6rmq","x-ray"
"5ocf","x-ray"
"6kz9","x-ray"
"6jpn","x-ray"
"5ihf","x-ray"
"6eye","x-ray"
"7odl","em"
"5e4l","x-ray"
"6jjp","x-ray"
"6gq0","x-ray"
"6z3r","em"
"7m9m","x-ray"
"3f89","x-ray"
"3wvx","x-ray"
"4z3c","x-ray"
"5frz","x-ray"
"7cqy","x-ray"
"5u2f","x-ray"
"6hdv","x-ray"
"2pkk","x-ray"
"2d6f","x-ray"
"1cqj","x-ray"
"6agy","x-ray"
"1jst","x-ray"
"1jkf","x-ray"
"1ayp","x-ray"
"5i6a","x-ray"
"1oci","nmr"
"3chh","x-ray"
"4gln","x-ray"
"6c36","x-ray"
"6l2e","x-ray"
"7kte","x-ray"
"7fcn","x-ray"
"5ufn","x-ray"
"2hq8","x-ray"
"6xim","x-ray"
"6ds1","x-ray"
"1z3y","x-ray"
"5l2p","x-ray"
"3idc","x-ray"
"6gpg","x-ray"
"5xmy","x-ray"
"4jhs","x-ray"
"6mis","x-ray"
"5h5w","x-ray"
"4oa4","x-ray"
"5r9v","x-ray"
"5wix","x-ray"
"5u7w","x-ray"
"6gu7","x-ray"
"6lwo","x-ray"
"6yod","x-ray"
"6yjx","x-ray"
"1cty","x-ray"
"6yrq","x-ray"
"7lt3","em"
"3upc","x-ray"
"6len","x-ray"
"5pqu","x-ray"
"6qfu","x-ray"
"3lqm","x-ray"
"1mba","x-ray"
"6eq0","x-ray"
"1oe0","x-ray"
"4bc0","x-ray"
"5wfu","x-ray"
"4bn4","x-ray"
"1dwn","x-ray"
"1ki2","x-ray"
"4cuu","x-ray"
"1s6x","nmr"
"5mhh","x-ray"
"5jfb","x-ray"
"7a0a","x-ray"
"1y0o","x-ray"
"6qyi","x-ray"
"5yan","x-ray"
"4l7z","x-ray"
"1uqc","nmr"
"2pzs","x-ray"
"5qq1","x-ray"
"7mcb","x-ray"
"3icz","x-ray"
"6asg","x-ray"
"2oxp","x-ray"
"7e6y","x-ray"
"5yhh","x-ray"
"2bbg","nmr"
"2iu2","x-ray"
"6zch","em"
"5p6u","x-ray"
"5gu0","x-ray"
"3csg","x-ray"
"3wig","x-ray"
"7cmb","x-ray"
"4s0f","x-ray"
"6xrz","em"
"7vfb","x-ray"
"4fxh","x-ray"
"2y4m","x-ray"
"3oay","x-ray"
"1ie2","nmr"
"6q0g","x-ray"
"3l8s","x-ray"
"6o4e","x-ray"
"6zi1","x-ray"
"7czr","em"
"6pa4","x-ray"
"1r5w","x-ray"
"1umw","x-ray"
"4v9b","x-ray"
"1x48","nmr"
"6eln","x-ray"
"1x8k","x-ray"
"2i60","x-ray"
"7soe","em"
"6etw","x-ray"
"5xfu","x-ray"
"6hzk","x-ray"
"4tnh","x-ray"
"2bet","x-ray"
"1zmv","x-ray"
"2mw7","nmr"
"3a6j","x-ray"
"5wmq","x-ray"
"5fnq","x-ray"
"6bs0","x-ray"
"2ifc","x-ray"
"5yh2","x-ray"
"3s9l","x-ray"
"2n3t","nmr"
"1qgs","x-ray"
"6nyu","x-ray"
"1a5x","x-ray"
"3vd8","x-ray"
"6f4e","x-ray"
"6xhq","x-ray"
"2h1c","x-ray"
"2kj1","nmr"
"4cpo","x-ray"
"1hxa","x-ray"
"2gw2","x-ray"
"1zwl","x-ray"
"6ovy","x-ray"
"3fbw","x-ray"
"5kee","x-ray"
"5l66","x-ray"
"6jhk","x-ray"
"5jw7","x-ray"
"2xoe","x-ray"
"6u1x","em"
"1ltb","x-ray"
"1hed","x-ray"
"6epb","x-ray"
"3ke1","x-ray"
"3mks","x-ray"
"4zwm","x-ray"
"3pds","x-ray"
"4yrm","x-ray"
"2jg0","x-ray"
"3vws","x-ray"
"1ru1","x-ray"
"4z0n","x-ray"
"3x25","x-ray"
"3jar","em"
"5g5v","x-ray"
"3mj3","x-ray"
"6iat","em"
"4v18","x-ray"
"1e1w","nmr"
"1bwf","x-ray"
"6s6r","x-ray"
"3i8p","x-ray"
"1d4v","x-ray"
"2wfk","x-ray"
"1mnq","x-ray"
"5f94","x-ray"
"1nln","x-ray"
"1m55","x-ray"
"5r3n","x-ray"
"2b71","x-ray"
"2v0k","x-ray"
"2cim","x-ray"
"6gxe","x-ray"
"5uth","x-ray"
"2x1a","x-ray"
"3ssv","x-ray"
"6qtj","x-ray"
"7mtd","em"
"4rfu","x-ray"
"5tih","x-ray"
"5rwx","x-ray"
"2vmj","x-ray"
"3b69","x-ray"
"5kos","x-ray"
"4ct1","x-ray"
"7czb","em"
"7m60","x-ray"
"4hjt","x-ray"
"6x5r","x-ray"
"4khq","x-ray"
"6nti","hybrid"
"4hai","x-ray"
"3roh","x-ray"
"1v11","x-ray"
"5k8i","x-ray"
"6evj","x-ray"
"4www","x-ray"
"5y6z","x-ray"
"5m3b","x-ray"
"1s6o","nmr"
"5zn2","x-ray"
"5po6","x-ray"
"3jsq","x-ray"
"1c6c","x-ray"
"6jis","x-ray"
"6man","x-ray"
"2bzm","nmr"
"2gb1","nmr"
"3luz","x-ray"
"4gmt","x-ray"
"4h2m","x-ray"
"5jbt","x-ray"
"1u7z","x-ray"
"4s32","x-ray"
"3e57","x-ray"
"4tpu","x-ray"
"6uib","x-ray"
"3bnz","x-ray"
"1zyn","x-ray"
"4mb7","x-ray"
"4miu","x-ray"
"4xs4","x-ray"
"5faz","x-ray"
"2jt9","nmr"
"2i9b","x-ray"
"4k7r","x-ray"
"7m18","em"
"4wc2","x-ray"
"1zaj","x-ray"
"6u88","em"
"5ld2","em"
"2cbr","x-ray"
"3uy9","x-ray"
"5t2p","x-ray"
"2wlj","x-ray"
"7oql","x-ray"
"7e9u","x-ray"
"4d08","x-ray"
"5qlh","x-ray"
"2lr0","nmr"
"7d7y","x-ray"
"2lk6","nmr"
"5tco","x-ray"
"2dqh","x-ray"
"2cnl","x-ray"
"4nl8","x-ray"
"3uhg","x-ray"
"5qs5","x-ray"
"4xi5","x-ray"
"5jvv","x-ray"
"2w2d","x-ray"
"4gv5","x-ray"
"5c8w","x-ray"
"6g12","x-ray"
"1t28","nmr"
"6utb","x-ray"
"1wjj","nmr"
"4ph1","x-ray"
"3n3f","x-ray"
"2vrr","x-ray"
"3d7t","x-ray"
"3sac","x-ray"
"7okh","x-ray"
"5hhg","x-ray"
"6q7p","x-ray"
"4ino","x-ray"
"3bma","x-ray"
"6x8x","x-ray"
"1fiu","x-ray"
"2zcu","x-ray"
"1dft","nmr"
"4cls","x-ray"
"3bch","x-ray"
"2adv","x-ray"
"3d3i","x-ray"
"5sxk","x-ray"
"4fwh","x-ray"
"3ug9","x-ray"
"1ou4","x-ray"
"6bxq","x-ray"
"7m9r","x-ray"
"3g8v","x-ray"
"3nhe","x-ray"
"6xoj","x-ray"
"4h1l","x-ray"
"3brf","x-ray"
"2hca","x-ray"
"4e3h","x-ray"
"5ue2","nmr"
"2ed9","nmr"
"5rou","x-ray"
"5pzc","x-ray"
"1wg6","nmr"
"7pxe","em"
"6fnd","x-ray"
"3thv","x-ray"
"2zmi","x-ray"
"3zz7","x-ray"
"6utj","em"
"6sil","x-ray"
"6xbt","x-ray"
"5lb9","x-ray"
"3vbm","x-ray"
"1ptw","x-ray"
"1vkg","x-ray"
"1cuf","x-ray"
"6mho","em"
"3brn","x-ray"
"2j6x","x-ray"
"5k3o","x-ray"
"3afg","x-ray"
"6dcb","x-ray"
"3hpg","x-ray"
"3sdn","x-ray"
"5n3k","x-ray"
"5m3t","x-ray"
"2dfn","x-ray"
"2wze","x-ray"
"1z23","nmr"
"4d0p","x-ray"
"3d51","x-ray"
"2ebb","x-ray"
"4ccc","x-ray"
"4uvx","x-ray"
"6xzw","x-ray"
"4qef","x-ray"
"5qzh","x-ray"
"5jxc","x-ray"
"2zsb","x-ray"
"6zg4","x-ray"
"4dym","x-ray"
"6r12","x-ray"
"7lja","x-ray"
"1zme","x-ray"
"3cpa","x-ray"
"1weo","nmr"
"3t8c","x-ray"
"6rsp","x-ray"
"2x0q","x-ray"
"3i6f","x-ray"
"3vcn","x-ray"
"4e2v","x-ray"
"2i0q","x-ray"
"3a3j","x-ray"
"5iuz","x-ray"
"4r3u","x-ray"
"1djq","x-ray"
"1x6o","x-ray"
"3b51","x-ray"
"1y2f","x-ray"
"1v1k","x-ray"
"7nyf","x-ray"
"3kb6","x-ray"
"4pf6","x-ray"
"6hik","x-ray"
"6e6o","x-ray"
"1xx6","x-ray"
"6zsx","x-ray"
"5nu6","x-ray"
"5xmu","x-ray"
"6o3r","x-ray"
"7qma","x-ray"
"4toz","x-ray"
"5l7q","em"
"2mu6","nmr"
"5vul","x-ray"
"7efs","x-ray"
"3r2b","x-ray"
"5kto","x-ray"
"2aww","x-ray"
"4p0g","x-ray"
"2rs5","x-ray"
"6kew","x-ray"
"4fpl","x-ray"
"5mtp","x-ray"
"1d6b","nmr"
"4kav","x-ray"
"6a4a","x-ray"
"3be0","x-ray"
"4ymx","x-ray"
"7nn3","x-ray"
"3h7c","x-ray"
"4rwb","x-ray"
"7o4b","x-ray"
"2i48","x-ray"
"1z9d","x-ray"
"1fl5","x-ray"
"1iod","x-ray"
"2wxx","x-ray"
"2ha0","x-ray"
"4jm8","x-ray"
"5inm","x-ray"
"1ebg","x-ray"
"1tvh","x-ray"
"7dep","x-ray"
"3lhc","x-ray"
"5th7","x-ray"
"3nk6","x-ray"
"2vek","x-ray"
"6lhz","x-ray"
"2lxl","nmr"
"1afh","nmr"
"5jfe","x-ray"
"7ny3","x-ray"
"2z06","x-ray"
"3h3x","x-ray"
"4bza","x-ray"
"7unv","em"
"3neh","x-ray"
"3zq3","x-ray"
"6v3o","x-ray"
"3w23","x-ray"
"4pmn","x-ray"
"6y7o","x-ray"
"2r7g","x-ray"
"6pqm","nmr"
"1iyq","x-ray"
"3uko","x-ray"
"2kt4","nmr"
"6ux5","nmr"
"4fmp","x-ray"
"6i7j","x-ray"
"4jvs","x-ray"
"4fbu","x-ray"
"4q84","x-ray"
"4i1l","x-ray"
"7p0d","x-ray"
"5co3","x-ray"
"2w3m","x-ray"
"6gki","x-ray"
"5zbq","x-ray"
"3ngo","x-ray"
"2wcs","x-ray"
"1rdd","x-ray"
"2r9r","x-ray"
"2gcp","x-ray"
"1ety","x-ray"
"1u8s","x-ray"
"6wcn","x-ray"
"7eeh","x-ray"
"1ib7","nmr"
"5i0a","x-ray"
"6jrb","x-ray"
"4f4q","x-ray"
"3hs0","x-ray"
"7voe","x-ray"
"1z2j","nmr"
"7p5k","x-ray"
"2jnc","nmr"
"3x1w","x-ray"
"1g67","x-ray"
"3ijq","x-ray"
"5kpl","x-ray"
"1ged","x-ray"
"3rgt","x-ray"
"7pcp","x-ray"
"3fcc","x-ray"
"6kct","x-ray"
"4xo0","x-ray"
"6dpu","em"
"1rai","x-ray"
"5a3k","x-ray"
"3c92","em"
"1qqw","x-ray"
"2yz5","x-ray"
"1hbk","x-ray"
"5yp3","x-ray"
"4i6l","x-ray"
"5enc","x-ray"
"6ohj","x-ray"
"4wat","x-ray"
"3seu","x-ray"
"5pmf","x-ray"
"2j5l","x-ray"
"6bn1","x-ray"
"6jh9","x-ray"
"6qxw","x-ray"
"7lop","x-ray"
"6bwv","x-ray"
"5aar","x-ray"
"3gwm","x-ray"
"3wzl","x-ray"
"1s7a","nmr"
"1ujt","nmr"
"7sbi","x-ray"
"1x1n","x-ray"
"2zn7","x-ray"
"6jtg","x-ray"
"5do0","x-ray"
"2e4n","x-ray"
"4hi1","x-ray"
"4wtz","x-ray"
"1zy3","nmr"
"4zwo","x-ray"
"4u5j","x-ray"
"4l4z","x-ray"
"6vu2","x-ray"
"5qbf","x-ray"
"3kwl","x-ray"
"3jva","x-ray"
"2cds","x-ray"
"1avw","x-ray"
"7o5j","x-ray"
"4qin","x-ray"
"3ntj","x-ray"
"4cwz","x-ray"
"4or6","x-ray"
"6vt9","x-ray"
"4wui","x-ray"
"1kcp","nmr"
"6tjx","em"
"3t8g","x-ray"
"7lmy","em"
"1wvc","x-ray"
"5xis","x-ray"
"6dfn","x-ray"
"3tne","x-ray"
"1ni3","x-ray"
"4yfx","x-ray"
"4wsv","x-ray"
"4exo","x-ray"
"2dux","x-ray"
"4p5q","x-ray"
"3e73","x-ray"
"4elm","x-ray"
"1yug","nmr"
"2hqh","x-ray"
"6iso","x-ray"
"1hik","x-ray"
"7mxc","x-ray"
"4a4w","x-ray"
"6wmr","em"
"6eq2","x-ray"
"2vbt","x-ray"
"4b9v","x-ray"
"1yng","nmr"
"3l66","x-ray"
"4rnf","x-ray"
"2ins","x-ray"
